form='A'	lemma='A'	upos='DET'	deprel='det'	feats='Definite=Def'	text='Martin har fortfarande två böcker kvar att avsluta i sin hyllade serie, vilka i nuläget har namnen ”The Winds of Winter” och ”A Dream of Spring”.'	treebank='pud'
form='A'	lemma='A'	upos='DET'	deprel='det'	feats='Definite=Def'	text='2009 hade den totala försäljningen av The Power of Now och A New Earth in North America uppskattats till tre miljoner respektive fem miljoner kopior.'	treebank='pud'
form='a'	lemma='A'	upos='DET'	deprel='det'	feats='Definite=Def'	text='On a Wing and a Prayer (1992) återförenade honom med hans Stealers Wheel-partner Egan på flera spår.'	treebank='pud'
form='a'	lemma='A'	upos='DET'	deprel='det'	feats='Definite=Ind'	text='On a Wing and a Prayer (1992) återförenade honom med hans Stealers Wheel-partner Egan på flera spår.'	treebank='pud'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='Definite=Ind|Number=Sing|PronType=Tot'	text='Att detta med fadersmyndigheten var en fråga som intresserade framgick av att praktiskt taget varenda intervjuad deklarerade sin åsikt för eller emot.'	treebank='talbanken'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Det måste varenda läkare vara – åtminstone något, svarade den originelle mannen orubbligt.'	treebank='lines_dev'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='Definite=Ind|Gender=Com|Number=Sing|PronType=Tot'	text='Jag hade ett övertag över min motståndare med tjugo år och jag hade för avsikt att dra nytta av varenda månad av den tiden.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Han skulle ha velat ta till sig varenda detalj i det han såg, men för ögonblicket tycktes det vara en uppgift som översteg hans förmåga.'	treebank='lines_test'
form='Varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Varenda människa vet att man måste vara galen för att av egen fri vilja slå sig ner i såna här länder.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Quinn skulle kunna vandra genom gatorna varenda dag i resten av sitt liv och ändå inte hitta honom.'	treebank='lines_test'
form='Varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Varenda människa som har stannat kvar är en idiot om han inte har tänkt på den saken, sade Bray.'	treebank='lines_test'
form='Varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Varenda dag såg kusten likadan ut, som om vi inte hade rört oss ur stället, men vi passerade flera samhällen – handelsplatser – med namn som Gran Bassam, Little Popo; namn som föreföll höra hemma i någon simpel fars utspelad mot en hotfull bakgrund.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Sedan upptäckte Harry att Ron hade täckt varenda centimeter av den slitna tapeten med affischer av samma sju häxor och trollkarlar, som alla var iförda lysande orangefärgade klädnader, bar på kvastkäppar och vinkade ivrigt till dem.'	treebank='lines_dev'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Naturligtvis hade Mweta varit tvungen att ge varenda människa nåt slags befattning.'	treebank='lines_dev'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='En gång när diverse tropiska åkommor hade gjort nästan varenda tjänsteman på stationen arbetsoduglig hade man hört honom säga: Folk som kommer ut hit borde inte ha några inälvor.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Det var deras uggla, en halvvuxen unge som hade kläckts nere på ängen och hördes varenda kväll.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='Definite=Ind|Gender=Com|Number=Sing|PronType=Tot'	text='Han tände varenda en av sina nödraketer och fick floden att brinna i ett fosforrött sken.'	treebank='lines_test'
form='Varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Varenda uppblåst fårskalle från bushen som någon gång fyllt hans pipa med tobak, köpt för bidrag från partiets lokalavdelning.'	treebank='lines_dev'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='När jag sa ja till Mweta visste jag det, och varenda gång jag går förbi skylten på dörren till mitt tjänsterum vet jag det.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='John och hans hund, Mississippi, gick dit varenda dag.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Jag reste med en fransk båt och den lade till i varenda jäkla hamn som fanns på vägen – vad jag kunde se enbart för att landsätta soldater och tulltjänstemän.'	treebank='lines_test'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='Definite=Ind|Number=Sing|PronType=Tot'	text='Jo, man är på väg mot en reform jämförbar med vår, men inget nytt begrepp införs i sovjetmatten innan varenda lärare är grundligt beredd.'	treebank='talbanken'
form='varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Han bevistade flertalet officiella evenemang (han och Roly hälsade med spelad överraskning på varandra när de träffades i huset, halvklädda i smoking eller frack varenda kväll), men de verkliga tillställningarna försiggick före eller efter.'	treebank='lines_test'
form='Varenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='Definite=Ind|Gender=Com|Number=Sing|PronType=Tot'	text='Varenda möbel i rummet har krossats.'	treebank='lines_dev'
form='vartenda'	lemma='varenda'	upos='DET'	deprel='det'	feats='_'	text='Jag kunde räkna vartenda revben, deras leder var som repknutar; var och en hade en järnkrage om halsen och alla var länkade tillsammans med en kedja vars bukter svängde mellan dem med ett rytmiskt slammer.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Jag tror att jag var lycklig, på det där enerverande beslutsamma sättet som barn är lyckliga på, och det var den lyckan som fungerade som en magnet på båda mina föräldrar.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Den lilla näsan verkade överraskande vass nu när huden hade skrumpnat på båda sidorna.'	treebank='lines_dev'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Definite=Def|Number=Plur'	text='Efter kompromissen var kejsare och kung Frans Josef I mycket noga med att behandla båda sina monarkier lika.'	treebank='pud'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Herr ordförande! Jag vill även den här gången framföra mina komplimanger till de båda föredragandena.'	treebank='lines_test'
